Unnamed: 0,timestamp,user_id,song_id,liked,personalized,spotify_popularity,treatment_group
1510594,2023-03-18 01:14:43,3742588,8168326,1,1,71,4
483730,2021-06-17 13:33:14,3737346,111182,0,1,36,0
572416,2021-09-22 04:07:12,3734766,4175899,0,0,45,0
101234,2020-04-16 18:44:59,3730697,1816608,1,1,44,-1
873781,2022-04-28 09:19:43,3741394,8111372,0,0,41,0
23234,2020-02-07 01:48:21,3729054,1804750,1,1,51,-1
423153,2021-04-07 15:33:39,3731824,5338809,0,1,36,0
1458851,2023-02-22 10:20:25,3743111,5033741,0,1,100,4
1479422,2023-03-05 15:10:23,3741662,1777802,0,1,61,4
441817,2021-05-06 04:02:58,3734766,2708627,0,1,68,0
360386,2020-10-29 22:12:44,3733221,5148795,1,1,22,-1
1229029,2022-10-28 23:00:36,3741834,8080750,0,1,52,2
773054,2022-03-08 00:33:30,3738032,23839,0,1,57,0
38312,2020-02-26 00:15:12,3729398,4181493,1,1,28,-1
858216,2022-04-16 17:35:41,3741297,4157162,1,2,56,0
1528004,2023-03-26 15:01:26,3743097,170354,0,1,69,4
711979,2022-02-13 17:04:13,3739923,3518,2,1,50,0
1755268,2023-07-03 20:25:25,3744647,2469655,0,1,64,4
1461237,2023-02-23 01:26:52,3742503,1771594,0,1,67,4
1162954,2022-09-30 20:37:52,3743206,5452729,0,1,56,3
546770,2021-09-06 05:34:09,3738573,8335,0,1,45,0
818801,2022-03-22 16:07:44,3738975,67049,0,1,8,0
1434541,2023-02-12 21:59:27,3743206,5059249,0,2,0,4
1451680,2023-02-21 23:25:24,3738975,343358,0,0,45,4
100936,2020-04-16 16:28:33,3730373,4587041,1,1,17,-1
242816,2020-06-08 15:28:23,3730809,4347666,0,1,46,-1
563812,2021-09-18 00:35:58,3738801,3518,0,0,50,0
1676102,2023-06-04 15:43:35,3740207,18943,0,0,44,4
999487,2022-07-25 14:52:00,3742093,1329167,0,1,59,0
970064,2022-07-09 03:35:55,3742153,63548,0,1,48,0
1291716,2022-11-26 15:30:55,3743416,2525707,1,1,42,1
269721,2020-06-18 20:30:09,3731810,21824,0,1,72,-1
9377,2020-01-17 16:55:48,3728700,5169534,0,1,52,-1
538793,2021-09-04 03:15:26,3737996,3025384,1,0,61,0
979331,2022-07-13 18:17:30,3742255,110714,1,1,52,0
1524512,2023-03-24 15:14:13,3740866,5416228,0,1,59,4
1278913,2022-11-21 17:59:23,3743610,4059,1,2,66,3
5923,2019-12-30 16:59:48,3728550,1893591,1,1,50,-1
831367,2022-03-28 06:01:47,3741101,3265793,1,1,77,0
1036039,2022-08-15 12:20:24,3739892,289101,1,1,64,0
106064,2020-04-18 20:00:42,3730759,1823339,0,1,68,-1
204067,2020-05-24 17:40:14,3731107,3369747,0,1,26,-1
1596164,2023-04-26 10:05:52,3744283,1895369,1,1,37,4
1376460,2023-01-11 00:51:06,3742701,42170,2,1,64,4
212046,2020-05-27 20:19:16,3731319,81530,0,1,50,-1
353495,2020-10-01 23:09:52,3733012,4115825,0,1,72,-1
719077,2022-02-17 13:43:09,3734766,143711,1,1,65,0
1121172,2022-09-14 00:07:55,3743005,5009459,2,1,1,3
1094266,2022-09-07 23:12:55,3742594,5538991,1,1,82,1
655740,2022-01-06 13:32:43,3739353,2198188,0,1,78,0
173359,2020-05-14 00:43:41,3730897,33204,1,1,55,-1
1214415,2022-10-21 15:32:52,3739717,3858,1,1,71,3
225337,2020-06-01 17:10:41,3731147,162643,1,1,18,-1
314501,2020-07-30 18:51:29,3731843,4491790,1,1,54,-1
548953,2021-09-07 05:08:41,3738609,1758178,1,0,49,0
913175,2022-05-24 03:36:03,3741662,114870,0,1,59,0
1099472,2022-09-09 21:27:08,3742808,1839683,0,0,43,1
1568989,2023-04-15 16:29:17,3744268,410,0,1,58,4
739728,2022-02-24 00:52:00,3740252,2949702,2,2,78,0
1391313,2023-01-19 00:39:20,3742687,6063749,0,1,40,4
515302,2021-08-02 18:39:50,3738080,137,0,1,42,0
491077,2021-07-01 15:52:12,3736735,591,0,1,64,0
1139592,2022-09-19 19:36:32,3742594,140184,1,1,50,1
829630,2022-03-27 04:07:43,3740207,3643500,2,1,16,0
1284245,2022-11-23 08:57:20,3742754,5033103,1,1,100,1
1753098,2023-07-03 03:47:48,3729398,1876706,1,1,64,4
1535065,2023-03-29 20:14:53,3739692,4102516,0,1,80,4
817261,2022-03-22 01:46:54,3740998,1822141,1,2,80,0
290554,2020-07-07 21:56:02,3732180,1710338,1,1,22,-1
1127381,2022-09-15 06:16:21,3742612,266119,1,1,44,2
1159348,2022-09-28 23:36:38,3742589,69371,1,1,58,1
1237666,2022-11-02 20:40:25,3743451,14602,0,1,86,1
494516,2021-07-11 02:07:04,3737760,239489,0,1,50,0
650697,2021-12-28 15:12:02,3734766,4520378,2,1,61,0
680841,2022-01-27 19:21:58,3739805,2912078,0,1,65,0
448906,2021-05-13 15:28:22,3736060,5013742,0,1,19,0
1489571,2023-03-09 01:39:21,3743552,1562,0,1,64,4
536651,2021-08-31 17:28:47,3738334,4260515,0,0,40,0
1272710,2022-11-19 21:28:52,3743541,7506,1,0,71,1
252073,2020-06-12 02:43:38,3731526,1452,0,1,45,-1
892911,2022-05-07 02:41:33,3741454,4113154,0,2,71,0
483884,2021-06-18 02:30:10,3737407,246,2,1,75,0
731422,2022-02-20 16:32:22,3739867,2040699,2,1,23,0
1188167,2022-10-09 23:23:51,3742808,167898,1,1,62,1
473622,2021-06-05 15:31:58,3736859,2118,0,1,70,0
453804,2021-05-18 10:18:39,3736534,69862,0,1,55,0
1328485,2022-12-14 14:20:02,3743747,1836218,1,1,59,4
329150,2020-08-13 02:31:38,3731464,3974451,0,1,36,-1
1607512,2023-05-02 14:29:18,3741810,1837307,1,1,63,4
866527,2022-04-23 04:49:03,3741360,12258,1,1,70,0
673838,2022-01-24 13:33:38,3732204,5326,1,1,78,0
518047,2021-08-04 14:36:42,3738171,938,1,1,67,0
1113622,2022-09-12 04:32:59,3742993,2395,1,0,73,1
1563069,2023-04-13 13:40:20,3744198,1753656,1,1,62,4
1685517,2023-06-08 19:40:23,3742589,13720,1,0,57,4
540006,2021-09-04 07:45:48,3738421,3369270,1,0,88,0
1472662,2023-03-01 01:20:48,3738975,1863266,0,1,66,4
814492,2022-03-21 05:05:04,3740971,2290175,0,1,49,0
876083,2022-04-29 16:09:46,3741307,2408867,0,1,53,0
1570596,2023-04-16 06:23:10,3744272,499277,0,1,47,4
675600,2022-01-25 07:43:10,3739735,5722,2,1,75,0
1724542,2023-06-22 18:50:38,3744464,5406,0,1,77,4
1735601,2023-06-26 04:39:25,3739810,43636,2,0,60,4
1354313,2022-12-30 01:11:28,3743855,1842645,0,1,69,4
545659,2021-09-06 03:20:40,3738387,7392,2,1,78,0
1337275,2022-12-19 17:27:49,3742687,369774,1,1,66,4
262635,2020-06-16 02:20:46,3731319,96928,0,1,32,-1
1199465,2022-10-13 20:53:37,3742701,29386,1,1,64,1
229945,2020-06-03 10:42:42,3731137,5037775,1,1,63,-1
763892,2022-03-05 04:11:17,3740468,6485,0,1,51,0
563018,2021-09-17 12:25:43,3738783,21919,1,0,64,0
77085,2020-04-04 17:35:48,3729398,2732556,1,1,29,-1
1156808,2022-09-28 00:30:23,3742808,2035,1,0,84,1
836738,2022-03-31 12:50:47,3738975,1823910,0,1,45,0
739619,2022-02-23 22:30:03,3739633,1113,2,1,75,0
1446059,2023-02-20 16:36:46,3741763,1764174,1,1,63,4
742811,2022-02-25 14:22:33,3740274,2582,2,2,88,0
1243024,2022-11-04 23:58:42,3731463,4049,0,0,82,3
1448474,2023-02-21 20:54:43,3743568,662072,0,0,69,4
1199602,2022-10-14 00:37:47,3742619,28958,0,1,50,2
204039,2020-05-24 17:38:39,3729405,974112,1,1,19,-1
112530,2020-04-21 13:45:01,3730717,4360044,0,1,52,-1
1247252,2022-11-07 02:09:05,3738975,73643,0,1,56,1
1287323,2022-11-24 17:35:44,3743661,13590,1,0,60,3
158557,2020-05-07 23:25:37,3730841,4714299,0,1,49,-1
1324752,2022-12-12 02:59:45,3743436,39451,2,1,79,4
1559738,2023-04-11 08:17:15,3740866,4567941,0,1,44,4
1277994,2022-11-21 07:27:00,3743596,4110127,1,1,25,1
1238514,2022-11-03 01:07:20,3741814,2415634,1,2,47,3
1751710,2023-07-02 15:14:49,3741810,83988,0,2,62,4
156661,2020-05-07 12:47:33,3731147,1852326,0,1,4,-1
1441736,2023-02-17 19:12:22,3738975,21213,0,1,71,4
734659,2022-02-21 23:39:58,3740218,1459,1,2,77,0
1683812,2023-06-08 00:29:47,3744589,10616,1,1,59,4
1579630,2023-04-19 09:11:34,3744342,5419325,0,1,65,4
769202,2022-03-06 22:29:40,3740543,1806891,0,2,73,0
1549809,2023-04-06 03:26:24,3743566,1831473,2,1,65,4
834322,2022-03-29 17:13:43,3741121,30887,0,1,64,0
1073061,2022-08-29 18:13:59,3742780,10093,0,0,72,1
1000465,2022-07-25 22:01:43,3738975,1837154,0,0,35,0
55715,2020-03-16 14:13:23,3728954,4461901,1,1,49,-1
675339,2022-01-25 06:46:28,3739036,5032665,0,1,48,0
1086019,2022-09-05 03:33:02,3742594,22910,1,1,57,1
1309881,2022-12-04 08:38:25,3741381,57801,0,1,60,3
62004,2020-03-25 19:22:00,3729566,119997,0,1,50,-1
1565620,2023-04-14 03:23:45,3743050,5399920,0,1,76,4
981783,2022-07-15 02:21:19,3742267,681,2,0,63,0
793988,2022-03-15 16:45:54,3739892,644148,1,1,57,0
1163493,2022-09-30 22:29:24,3743213,1835256,2,2,65,2
32858,2020-02-20 17:49:52,3729352,43189,0,1,61,-1
1255537,2022-11-11 05:40:38,3743111,42191,1,1,56,3
913508,2022-05-24 14:39:54,3738975,8083082,0,1,35,0
1474943,2023-03-02 15:00:21,3744007,73455,0,1,42,4
1665617,2023-05-31 02:46:37,3743762,1836322,1,0,75,4
1066888,2022-08-26 02:52:07,3742753,1712,1,1,66,1
1647361,2023-05-22 17:22:23,3744464,5127085,1,1,64,4
894188,2022-05-08 02:20:29,3741461,1828955,0,0,79,0
1599534,2023-04-28 00:11:07,3742589,8087950,1,0,84,4
1006526,2022-07-29 00:26:07,3742386,1830307,0,0,81,0
691499,2022-02-03 03:31:18,3739833,4284195,1,1,37,0
228650,2020-06-02 18:08:08,3731565,4516792,0,1,37,-1
838705,2022-04-01 22:42:24,3741101,25406,0,1,88,0
36163,2020-02-23 21:58:28,3729100,106799,0,1,50,-1
1583857,2023-04-21 04:36:02,3729398,39428,0,1,66,4
1525446,2023-03-25 03:21:53,3738975,5270542,0,1,65,4
7603,2020-01-15 19:28:27,3728700,4997355,0,1,40,-1
642217,2021-12-12 06:24:58,3737996,2586349,1,0,47,0
1406604,2023-01-28 19:47:42,3742914,534,0,1,76,4
1342681,2022-12-23 00:12:40,3743437,3643049,0,1,50,4
951699,2022-06-28 08:07:02,3741952,4362563,0,0,47,0
374646,2020-12-13 15:57:52,3731966,731707,0,1,41,-1
1082279,2022-09-03 19:26:18,3742664,3274535,0,1,63,2
81990,2020-04-07 15:46:32,3730425,142191,0,1,50,-1
1207924,2022-10-18 10:39:49,3743050,32348,0,1,56,2
467182,2021-05-30 04:43:10,3735006,3630628,1,1,24,0
1563949,2023-04-13 21:07:40,3740613,5451357,1,1,71,4
538077,2021-09-03 03:50:38,3736154,2711,1,1,69,0
179190,2020-05-15 23:12:00,3730155,4186070,0,1,52,-1
1618257,2023-05-08 07:49:52,3744417,8206646,0,1,70,4
363672,2020-11-08 06:43:39,3733317,5392419,2,0,27,-1
1275671,2022-11-20 18:46:06,3743536,310443,1,1,66,3
1533187,2023-03-29 02:36:40,3744051,5972520,1,1,0,4
924978,2022-06-08 02:50:26,3732343,1907639,0,1,7,0
712511,2022-02-13 21:43:22,3739956,164022,0,1,8,0
1257084,2022-11-12 00:20:32,3740385,28326,2,1,69,2
588290,2021-10-13 03:11:10,3737996,543,1,1,70,0
20937,2020-02-03 22:51:23,3729100,1822814,1,1,75,-1
1012956,2022-07-31 22:24:50,3742384,3518,0,1,50,0
1328896,2022-12-14 20:43:40,3743416,7732956,1,2,0,4
1098051,2022-09-09 13:04:08,3741814,247013,2,1,36,3
1029239,2022-08-10 12:43:59,3742416,5392652,1,1,100,0
731441,2022-02-20 16:38:59,3738303,1756695,1,1,7,0
1155752,2022-09-27 14:55:10,3742772,5397879,1,1,87,3
1381775,2023-01-13 20:09:18,3743416,8094966,0,1,54,4
1556989,2023-04-10 00:52:20,3742826,3648929,0,1,61,4
779602,2022-03-10 06:27:47,3732343,79299,0,1,45,0
759637,2022-03-04 05:15:49,3740420,320663,0,0,52,0
1302653,2022-11-30 22:29:35,3743736,4161,0,0,68,1
961336,2022-07-05 16:10:21,3742050,8073154,0,1,11,0
224406,2020-06-01 11:42:10,3731640,4097385,1,1,81,-1
786326,2022-03-12 17:34:55,3740722,65724,0,1,50,0
762814,2022-03-04 23:01:55,3738975,964041,0,1,37,0
1614980,2023-05-06 01:30:21,3744112,5057951,0,1,48,4
798673,2022-03-17 07:23:16,3739036,8098973,0,1,54,0
443946,2021-05-08 13:36:11,3736211,3451802,1,1,50,0
1166838,2022-10-02 01:07:21,3743233,450129,0,1,79,1
99518,2020-04-15 21:51:38,3730051,4734257,1,1,0,-1
993805,2022-07-22 06:23:03,3739294,1765093,1,1,62,0
620604,2021-11-13 13:51:30,3739088,5359553,0,0,0,0
713365,2022-02-14 06:47:20,3732343,6143885,0,1,27,0
112915,2020-04-21 15:54:10,3730631,4148006,1,1,51,-1
651968,2021-12-30 14:07:53,3734766,4252083,0,2,54,0
829709,2022-03-27 04:15:04,3740207,28244,0,1,58,0
218346,2020-05-30 03:35:49,3731375,1825602,0,1,45,-1
1406381,2023-01-28 18:30:14,3741763,22410,1,1,28,4
1621460,2023-05-10 04:18:55,3729398,1852668,0,0,41,4
243331,2020-06-08 19:42:51,3729405,302,1,1,88,-1
1050024,2022-08-20 15:04:06,3741810,8073128,0,0,43,2
1399310,2023-01-24 01:44:58,3741662,6208,1,1,66,4
1403153,2023-01-26 16:58:01,3742914,291788,0,1,65,4
1371571,2023-01-08 01:05:59,3743247,4055,2,1,66,4
298666,2020-07-14 23:50:12,3729392,3617426,1,1,75,-1
5615,2019-12-22 20:47:31,3728486,4918089,1,1,29,-1
730737,2022-02-20 06:01:11,3740193,259,1,2,79,0
852080,2022-04-13 12:36:42,3740207,4117396,0,1,56,0
287513,2020-07-05 04:07:11,3730155,66728,0,1,41,-1
1109680,2022-09-11 14:41:23,3742967,2817877,2,1,69,1
977175,2022-07-12 17:22:20,3742221,6491,0,2,84,0
1264236,2022-11-15 19:24:17,3743507,5409104,0,1,82,1
280685,2020-06-28 01:43:49,3731734,4103571,0,1,85,-1
908512,2022-05-18 11:56:46,3740207,4170513,0,0,31,0
1610998,2023-05-03 20:21:39,3741763,8132011,0,1,20,4
1427086,2023-02-07 21:28:59,3743416,4230659,1,1,50,4
1203028,2022-10-15 22:59:22,3742754,7541,0,0,60,1
813852,2022-03-21 00:16:45,3740964,4542311,1,2,60,0
723444,2022-02-18 03:02:44,3740127,30552,1,2,100,0
527495,2021-08-13 21:26:25,3737034,1786027,0,2,75,0
783126,2022-03-11 15:12:56,3736868,4097402,0,1,84,0
559983,2021-09-15 13:54:46,3738473,27431,0,0,57,0
957452,2022-07-02 06:11:53,3740590,5403475,1,1,89,0
534481,2021-08-27 12:31:22,3732204,5038243,1,1,56,0
1491540,2023-03-09 16:41:18,3743416,1774302,0,1,72,4
804911,2022-03-18 19:27:03,3737954,1895706,0,1,51,0
1602199,2023-04-29 04:37:12,3744428,1838916,0,1,67,4
631954,2021-11-25 14:38:11,3738975,5171681,0,1,6,0
1585119,2023-04-21 20:41:54,3744299,8120586,2,2,88,4
780472,2022-03-10 14:59:21,3739892,54033,1,1,7,0
1396405,2023-01-22 02:59:45,3742588,66440,0,1,41,4
1592421,2023-04-25 04:20:53,3729398,1452,1,1,45,4
289364,2020-07-07 03:47:39,3732153,92585,1,1,48,-1
1122952,2022-09-14 10:51:01,3743051,5739,1,0,75,2
1046802,2022-08-19 15:48:04,3742649,7383573,0,2,51,1
1222813,2022-10-25 19:14:06,3741834,157853,1,1,29,2
562998,2021-09-17 11:03:30,3738473,1004,0,1,72,0
958245,2022-07-03 01:37:26,3739892,8121496,1,1,25,0
518542,2021-08-04 17:38:35,3738217,1062,2,1,85,0
1737123,2023-06-26 23:24:20,3742687,1817386,0,1,38,4
982307,2022-07-15 05:45:15,3742182,2776019,0,1,15,0
351116,2020-09-25 02:36:31,3732216,5017751,1,1,4,-1
1215913,2022-10-22 09:39:21,3742619,1901397,1,1,66,2
85875,2020-04-09 13:28:33,3730523,1905347,0,1,52,-1
598164,2021-10-19 23:18:41,3738429,2579662,0,2,81,0
1630041,2023-05-14 19:50:05,3741810,4384150,1,1,63,4
1354411,2022-12-30 01:23:32,3743484,114907,0,1,88,4
1385922,2023-01-15 21:49:49,3742594,748548,1,1,82,4
1540060,2023-04-01 02:20:35,3739398,1762265,0,1,68,4
1360538,2023-01-02 17:23:54,3743416,1907098,0,1,51,4
103997,2020-04-17 22:48:26,3730392,3884,1,1,84,-1
1413294,2023-02-01 04:28:38,3743950,3596,0,1,57,4
1146348,2022-09-22 18:02:45,3743153,2108,2,2,70,2
911502,2022-05-22 01:14:11,3738975,10544,0,1,65,0
544462,2021-09-05 17:20:38,3738250,139162,0,1,55,0
1396471,2023-01-22 03:07:29,3742588,5043227,0,1,72,4
1745609,2023-06-30 02:33:00,3743111,8121715,1,1,89,4
1594386,2023-04-25 20:25:19,3744405,1744,0,1,57,4
299518,2020-07-16 01:50:49,3731739,4598411,0,1,68,-1
470382,2021-06-02 09:24:11,3733611,543,0,1,70,0
732912,2022-02-21 07:47:08,3740131,83759,0,1,47,0
425384,2021-04-12 15:31:08,3735510,8073123,0,0,0,0
1529723,2023-03-27 15:26:35,3744112,12644,0,1,58,4
926465,2022-06-10 13:30:00,3732343,3287741,0,1,39,0
1368258,2023-01-06 03:32:11,3742925,6088157,1,1,77,4
295417,2020-07-12 04:04:12,3732198,3484866,0,1,44,-1
10561,2020-01-19 16:09:42,3728732,5298785,0,1,2,-1
1056587,2022-08-22 14:11:17,3742694,5029260,0,1,56,3
1597762,2023-04-27 03:28:44,3736617,24038,0,1,75,4
571345,2021-09-21 06:23:21,3738808,4318484,0,0,30,0
1356183,2022-12-31 02:23:31,3743484,12538,0,1,11,4
853031,2022-04-13 21:51:10,3741264,2071995,0,1,63,0
918448,2022-05-31 15:24:09,3738975,8104486,0,1,37,0
1463015,2023-02-24 12:09:35,3743416,8120522,0,1,0,4
1097742,2022-09-09 10:59:51,3742675,10680,0,1,79,3
1378308,2023-01-11 23:16:14,3741814,508274,0,1,53,4
1168890,2022-10-02 20:58:46,3743253,1882015,0,1,0,1
473951,2021-06-05 22:52:10,3737037,3784792,0,1,44,0
1369019,2023-01-06 17:42:34,3743880,4154334,1,2,76,4
872042,2022-04-27 09:35:59,3741012,243451,0,1,54,0
1202950,2022-10-15 22:13:29,3741814,118374,0,0,54,3
1750379,2023-07-01 19:52:41,3741699,138365,0,1,40,4
354548,2020-10-07 03:34:21,3731739,4260511,1,1,38,-1
469867,2021-06-02 00:34:38,3736888,1844432,1,1,74,0
1609990,2023-05-03 04:35:39,3740207,8099461,0,1,59,4
504871,2021-07-29 05:19:40,3737771,5025386,1,1,75,0
1640567,2023-05-19 22:58:08,3744515,87442,0,1,52,4
971686,2022-07-10 02:32:49,3741661,1844514,1,1,26,0
116634,2020-04-22 22:18:53,3730729,3862614,0,1,42,-1
1181790,2022-10-07 03:21:28,3739860,3775517,0,0,41,3
1508288,2023-03-17 03:51:59,3743111,8120641,0,2,49,4
1060964,2022-08-23 17:04:38,3741814,55315,1,1,72,3
1561751,2023-04-12 23:48:45,3741834,1804675,0,1,61,4
214892,2020-05-28 23:20:42,3731107,1782742,0,1,64,-1
879021,2022-04-30 17:38:32,3738975,8081625,0,1,57,0
703814,2022-02-08 19:33:39,3739809,7817,0,1,78,0
403513,2021-03-07 23:56:19,3734902,46436,0,1,47,0
435916,2021-04-29 05:26:18,3735952,8073124,1,1,11,0
1128950,2022-09-15 19:35:04,3743074,183738,2,2,87,3
928466,2022-06-13 16:12:37,3741749,1822754,0,1,79,0
792967,2022-03-15 06:35:28,3740783,3331185,0,1,41,0
479413,2021-06-10 17:38:25,3736716,361052,0,1,43,0
1518554,2023-03-21 17:53:58,3744086,44588,2,1,75,4
134455,2020-04-29 15:35:02,3730841,1851966,0,1,35,-1
1166071,2022-10-01 22:01:09,3739860,6456685,1,1,37,3
1732665,2023-06-25 19:11:11,3741814,73338,1,1,52,4
1742859,2023-06-28 21:21:10,3741810,1793501,1,2,77,4
77556,2020-04-05 01:52:02,3730085,4300263,0,1,42,-1
914138,2022-05-25 17:22:36,3739987,5052195,0,1,67,0
869524,2022-04-25 15:23:21,3739892,7950,0,1,64,0
870296,2022-04-26 05:57:47,3739294,4078,1,1,78,0
1592056,2023-04-25 03:38:47,3729398,60044,1,1,69,4
921241,2022-06-03 22:58:35,3738671,3272841,0,1,87,0
532518,2021-08-24 02:15:28,3737851,1819141,0,1,55,0
388220,2021-02-03 23:04:34,3731966,1835776,0,1,52,-1
1461741,2023-02-23 04:46:47,3739962,17907,0,1,57,4
1232319,2022-10-30 16:33:47,3742589,429296,1,0,33,1
175952,2020-05-14 23:28:03,3731245,4169448,0,1,55,-1
1235958,2022-11-02 03:28:47,3742018,185477,0,0,37,1
1622249,2023-05-10 16:16:28,3741763,5033877,1,1,67,4
1611959,2023-05-04 07:39:02,3744438,4729100,2,1,72,4
1016971,2022-08-03 06:42:37,3742440,114435,1,1,64,0
567236,2021-09-19 04:03:53,3738903,4502227,0,1,50,0
1579400,2023-04-19 03:38:29,3744272,8084148,0,1,73,4
1051397,2022-08-21 01:08:26,3742682,462,0,2,87,3
1157757,2022-09-28 12:08:12,3733105,20464,0,1,65,1
1437954,2023-02-15 14:37:54,3738975,8078361,0,1,86,4
111041,2020-04-20 20:44:49,3730462,5065547,0,1,55,-1
1313613,2022-12-05 20:19:19,3742687,401809,0,1,22,4
144097,2020-05-03 04:55:39,3729439,5117019,1,1,39,-1
1431982,2023-02-11 01:42:44,3740385,8098388,1,1,43,4
1082375,2022-09-03 19:36:05,3740924,1993680,1,1,77,2
1589865,2023-04-24 08:00:08,3744272,4338106,0,1,29,4
489172,2021-06-26 23:26:36,3737568,1020,1,1,85,0
1461126,2023-02-23 00:44:57,3742018,156567,1,1,26,4
193217,2020-05-20 13:57:23,3730856,704317,0,1,0,-1
411491,2021-03-19 17:48:59,3732343,2636182,0,1,33,0
775237,2022-03-08 18:58:46,3740434,4107174,0,1,50,0
954163,2022-06-29 22:31:31,3732343,4700202,0,1,29,0
744111,2022-02-26 05:05:40,3732204,4483404,0,1,0,0
1640219,2023-05-19 18:49:49,3744513,1823978,0,0,60,4
